50ад_274_вдад;;40fl_dlfl_274;;30fl_dlfl_274;;20fl_274_dlfl;;10fl_dlfl_274;;10fl_withsalt;;20fl_withsalt;;30fl_dlfl_withoutsalt;;40fl_withsalt;;50fl_withsalt;;Column61;Column62;Column63;Column64;Column71;Column72;Column73;Column74;Column75;Column76
Time (s);Intensity (a.u.);Time (s);Intensity (a.u.);Time (s);Intensity (a.u.);Time (s);Intensity (a.u.);Time (s);Intensity (a.u.);Time (s);Intensity (a.u.);Time (s);Intensity (a.u.);Time (s);Intensity (a.u.);Time (s);Intensity (a.u.);Time (s);Intensity (a.u.);50fl_phos;;40fl_phos;;30fl_pdos;;20fl_ph_withsalt;;10fl_phos_withsalt;
0.05728500336;10.20253944;0.05728500336;10.68082047;0.05728500336;7.937951088;0.05728500336;9.323823929;0.05728500336;6.783078671;0.05728500336;19.78510094;0.05728500336;54.9372673;0.05728500336;89.80164337;0.05728500336;133.2555695;0.05728500336;168.9493713;0.08526499569;330.675415;0.08526499569;257.7259827;0.08526499569;152.9571991;0.08526499569;105.5128784;0.08526499569;52.19077301
0.06330500543;11.07509327;0.06330500543;8.909463882;0.06330500543;9.599424362;0.06330500543;8.273838997;0.06330500543;6.269067764;0.06330500543;17.3327446;0.06330500543;52.86111832;0.06330500543;91.6359024;0.06330500543;132.8584442;0.06330500543;171.8592682;0.09528499842;325.3939819;0.09528499842;257.2810364;0.09528499842;150.6194763;0.09528499842;103.5138702;0.09528499842;51.01716614
0.06932500005;9.70197773;0.06932500005;8.508366585;0.06932500005;9.104089737;0.06932500005;6.523657799;0.06932500005;5.177661419;0.06932500005;15.32466984;0.06932500005;51.14825821;0.06932500005;87.15162659;0.06932500005;129.5094604;0.06932500005;164.2603607;0.1053050011;325.7544861;0.1053050011;255.238739;0.1053050011;151.7274475;0.1053050011;103.951416;0.1053050011;50.4621048
0.07534500211;9.182425499;0.07534500211;8.385607719;0.07534500211;7.782339573;0.07534500211;8.890254974;0.07534500211;5.676936626;0.07534500211;15.03508091;0.07534500211;49.62260437;0.07534500211;88.03041077;0.07534500211;126.5031891;0.07534500211;163.6819153;0.1153249964;324.6433105;0.1153249964;255.4128876;0.1153249964;148.9186554;0.1153249964;102.2676315;0.1153249964;50.6384201
0.08136500418;8.931450844;0.08136500418;7.836861134;0.08136500418;7.939095974;0.08136500418;6.410383224;0.08136500418;6.274003029;0.08136500418;15.10150528;0.08136500418;48.41360855;0.08136500418;84.01805878;0.08136500418;126.4767075;0.08136500418;161.5590515;0.1253449917;322.1814575;0.1253449917;253.2248077;0.1253449917;148.0378113;0.1253449917;102.9173965;0.1253449917;49.96511841
0.08738500625;8.152256012;0.08738500625;8.253735542;0.08738500625;8.013659477;0.08738500625;6.641524792;0.08738500625;4.036867619;0.08738500625;13.17792892;0.08738500625;47.38127899;0.08738500625;82.41928101;0.08738500625;124.7729568;0.08738500625;156.6409149;0.1353649944;322.324585;0.1353649944;250.8865204;0.1353649944;148.2281189;0.1353649944;101.7041779;0.1353649944;49.40002823
0.09340500087;7.974667072;0.09340500087;8.485506058;0.09340500087;7.710891247;0.09340500087;5.495841026;0.09340500087;4.765989304;0.09340500087;14.48374462;0.09340500087;45.18349457;0.09340500087;81.9223938;0.09340500087;116.0858459;0.09340500087;156.5179291;0.1453849971;318.2219543;0.1453849971;251.3630676;0.1453849971;149.085434;0.1453849971;101.054863;0.1453849971;49.03438568
0.09942500293;7.5651474;0.09942500293;6.883606911;0.09942500293;5.322877407;0.09942500293;5.001601219;0.09942500293;3.274079323;0.09942500293;12.00968075;0.09942500293;46.03085709;0.09942500293;82.04188538;0.09942500293;119.9340591;0.09942500293;153.6788483;0.1554049999;317.3461914;0.1554049999;249.5592346;0.1554049999;147.1668396;0.1554049999;100.7378464;0.1554049999;47.97004318
0.105445005;7.641267776;0.105445005;6.853610039;0.105445005;5.932529926;0.105445005;5.238173962;0.105445005;4.377732277;0.105445005;12.08218098;0.105445005;44.80167007;0.105445005;79.58977509;0.105445005;114.9628372;0.105445005;153.2223511;0.1654250026;315.6234436;0.1654250026;249.3133087;0.1654250026;146.5161438;0.1654250026;100.1014862;0.1654250026;48.29607391
0.1114650071;6.578342915;0.1114650071;6.803922176;0.1114650071;6.429956913;0.1114650071;5.06901598;0.1114650071;3.419975281;0.1114650071;10.82048512;0.1114650071;43.53569412;0.1114650071;78.68193817;0.1114650071;113.8905258;0.1114650071;151.2646637;0.1754450053;313.8306885;0.1754450053;245.7639923;0.1754450053;145.4701996;0.1754450053;99.3190918;0.1754450053;49.18596649
0.1174850017;6.57575798;0.1174850017;6.995325565;0.1174850017;6.819531441;0.1174850017;5.008170128;0.1174850017;4.443002701;0.1174850017;12.59905624;0.1174850017;42.43785095;0.1174850017;78.75205994;0.1174850017;114.7034225;0.1174850017;147.9875488;0.1854649931;313.2506714;0.1854649931;245.1745605;0.1854649931;145.2618103;0.1854649931;99.55976105;0.1854649931;48.80809784
0.1235050038;7.392634869;0.1235050038;5.946540833;0.1235050038;5.336660862;0.1235050038;4.091464043;0.1235050038;4.163449764;0.1235050038;10.87271595;0.1235050038;43.36465836;0.1235050038;76.74155426;0.1235050038;112.325943;0.1235050038;148.4900208;0.1954849958;309.6673584;0.1954849958;245.61026;0.1954849958;143.2604675;0.1954849958;99.26617432;0.1954849958;48.65309525
0.1295250058;5.205327988;0.1295250058;5.75728941;0.1295250058;5.119341373;0.1295250058;4.976111889;0.1295250058;2.205405474;0.1295250058;11.02551556;0.1295250058;43.2442894;0.1295250058;73.20756531;0.1295250058;111.3470459;0.1295250058;145.5948029;0.2055049986;310.5030212;0.2055049986;244.71138;0.2055049986;143.4950714;0.2055049986;96.61631775;0.2055049986;47.38187408
0.1355450004;6.355649471;0.1355450004;7.124719143;0.1355450004;5.952021122;0.1355450004;5.209118843;0.1355450004;2.740743876;0.1355450004;12.16268539;0.1355450004;40.33611679;0.1355450004;75.48899078;0.1355450004;111.9669876;0.1355450004;142.7766724;0.2155250013;306.9042053;0.2155250013;240.4309998;0.2155250013;143.5202484;0.2155250013;96.71998596;0.2155250013;47.69145584
0.14156501;5.816009045;0.14156501;5.993454933;0.14156501;4.806845665;0.14156501;2.926427126;0.14156501;3.008611202;0.14156501;10.79404259;0.14156501;38.25629807;0.14156501;72.83852386;0.14156501;110.9979095;0.14156501;142.5061035;0.225545004;306.3705139;0.225545004;239.4902649;0.225545004;140.3633728;0.225545004;97.3462677;0.225545004;47.32543945
0.1475850046;5.243453503;0.1475850046;5.924109459;0.1475850046;5.44014883;0.1475850046;2.705816031;0.1475850046;2.090161324;0.1475850046;10.99347401;0.1475850046;39.61649704;0.1475850046;73.86068726;0.1475850046;105.9609375;0.1475850046;139.7804565;0.2355649918;305.1652527;0.2355649918;237.6785889;0.2355649918;139.005249;0.2355649918;97.27256775;0.2355649918;46.52666473
0.1536049992;4.382802963;0.1536049992;5.479922295;0.1536049992;5.42686367;0.1536049992;3.297252893;0.1536049992;1.831261039;0.1536049992;10.69751263;0.1536049992;40.1901474;0.1536049992;72.6654129;0.1536049992;105.9289017;0.1536049992;142.1566315;0.2455849946;301.9162598;0.2455849946;237.7760773;0.2455849946;138.775589;0.2455849946;95.82041931;0.2455849946;46.3910141
0.1596250087;4.73776865;0.1596250087;4.68943119;0.1596250087;4.961298943;0.1596250087;3.631697655;0.1596250087;2.928845644;0.1596250087;10.86651707;0.1596250087;38.52976227;0.1596250087;71.37467957;0.1596250087;104.4365768;0.1596250087;137.0288239;0.2556050122;301.5748901;0.2556050122;235.8746643;0.2556050122;137.6807556;0.2556050122;95.50071716;0.2556050122;46.85436249
0.1656450033;5.657432556;0.1656450033;4.67373085;0.1656450033;5.281942368;0.1656450033;3.671265841;0.1656450033;3.108249903;0.1656450033;10.12094975;0.1656450033;37.09926605;0.1656450033;73.20801544;0.1656450033;105.1112061;0.1656450033;137.6903839;0.265625;301.6912537;0.265625;233.1298065;0.265625;138.51828;0.265625;95.40991974;0.265625;46.52305984
0.1716650128;4.659252644;0.1716650128;5.328536034;0.1716650128;2.997997761;0.1716650128;2.401481628;0.1716650128;2.563571453;0.1716650128;11.3242588;0.1716650128;36.72888947;0.1716650128;70.11990356;0.1716650128;101.0079575;0.1716650128;133.4451752;0.2756449878;297.2919006;0.2756449878;231.9106903;0.2756449878;136.8984375;0.2756449878;95.48497009;0.2756449878;45.39290619
0.1776850075;4.391727924;0.1776850075;5.068348408;0.1776850075;4.158566475;0.1776850075;3.463294029;0.1776850075;2.350841284;0.1776850075;9.383983612;0.1776850075;38.79503632;0.1776850075;67.55990601;0.1776850075;101.5290451;0.1776850075;137.2629089;0.2856650054;295.0580444;0.2856650054;230.4476318;0.2856650054;136.1299286;0.2856650054;94.17998505;0.2856650054;46.22750092
0.1837050021;4.478814125;0.1837050021;5.484957218;0.1837050021;3.044058561;0.1837050021;2.488351583;0.1837050021;2.888150215;0.1837050021;10.77731514;0.1837050021;36.25775528;0.1837050021;66.56479645;0.1837050021;100.650589;0.1837050021;132.8428345;0.2956849933;293.5680542;0.2956849933;229.6686096;0.2956849933;136.5997467;0.2956849933;93.39444733;0.2956849933;46.29102325
0.1897250116;4.368124962;0.1897250116;4.885456562;0.1897250116;3.97127533;0.1897250116;2.37860322;0.1897250116;2.445046663;0.1897250116;10.98424244;0.1897250116;37.12421036;0.1897250116;67.06109619;0.1897250116;97.03842926;0.1897250116;127.4316025;0.3057050109;293.3988953;0.3057050109;231.2656555;0.3057050109;135.2967072;0.3057050109;91.76711273;0.3057050109;45.14730072
0.1957450062;4.453812599;0.1957450062;4.941961288;0.1957450062;3.647132635;0.1957450062;3.593916655;0.1957450062;1.207237959;0.1957450062;10.02938271;0.1957450062;35.99398041;0.1957450062;66.85077667;0.1957450062;97.7855072;0.1957450062;128.7786255;0.3157249987;289.3474426;0.3157249987;227.5000305;0.3157249987;135.6722565;0.3157249987;93.56076813;0.3157249987;44.70534515
0.2017650008;4.548981667;0.2017650008;4.772329807;0.2017650008;2.723583221;0.2017650008;3.648873091;0.2017650008;2.90712142;0.2017650008;8.41862011;0.2017650008;36.5928421;0.2017650008;65.42598724;0.2017650008;95.95439911;0.2017650008;127.7991867;0.3257449865;289.8674927;0.3257449865;226.3609924;0.3257449865;135.2120667;0.3257449865;92.38170624;0.3257449865;44.28568268
0.2077850103;4.945815086;0.2077850103;4.707533836;0.2077850103;3.878891706;0.2077850103;3.248399973;0.2077850103;0.1001098529;0.2077850103;8.724178314;0.2077850103;36.35657883;0.2077850103;64.75350189;0.2077850103;95.63722992;0.2077850103;123.4206085;0.3357650042;289.2256775;0.3357650042;226.5345917;0.3357650042;134.7702484;0.3357650042;90.40357971;0.3357650042;45.40679932
0.213805005;4.852532864;0.213805005;2.917273521;0.213805005;3.90368104;0.213805005;3.750761986;0.213805005;1.675915837;0.213805005;9.36739254;0.213805005;35.83946991;0.213805005;64.20591736;0.213805005;91.27448273;0.213805005;129.2029266;0.345784992;286.5444946;0.345784992;224.8847961;0.345784992;133.5065613;0.345784992;91.63078308;0.345784992;45.07822418
0.2198250145;4.310963154;0.2198250145;3.682712793;0.2198250145;4.334692001;0.2198250145;2.849617243;0.2198250145;0.5516344905;0.2198250145;7.990472794;0.2198250145;33.32637024;0.2198250145;65.08750153;0.2198250145;93.70972443;0.2198250145;122.9842834;0.3558050096;283.347229;0.3558050096;224.6359863;0.3558050096;131.7666473;0.3558050096;91.5539856;0.3558050096;43.19546127
0.2258450091;3.533972025;0.2258450091;4.799960613;0.2258450091;2.478526831;0.2258450091;2.437182426;0.2258450091;2.556368828;0.2258450091;7.862602711;0.2258450091;33.57036209;0.2258450091;63.741642;0.2258450091;91.89180756;0.2258450091;127.01297;0.3658249974;282.3173828;0.3658249974;221.272171;0.3658249974;133.1309814;0.3658249974;90.69091034;0.3658249974;44.26446152
0.2318650037;3.003479958;0.2318650037;4.112154484;0.2318650037;4.421952724;0.2318650037;3.647672176;0.2318650037;0.8245306611;0.2318650037;8.708833694;0.2318650037;34.38803482;0.2318650037;60.48851013;0.2318650037;92.69728851;0.2318650037;121.4429626;0.3758449852;280.6519165;0.3758449852;222.2045135;0.3758449852;129.6840363;0.3758449852;91.03257751;0.3758449852;44.14168167
0.2378850132;5.286829948;0.2378850132;4.121507645;0.2378850132;3.294952154;0.2378850132;1.591443777;0.2378850132;1.548830628;0.2378850132;8.775488853;0.2378850132;33.57050323;0.2378850132;61.10519791;0.2378850132;90.37018585;0.2378850132;122.4096298;0.3858650029;279.9581909;0.3858650029;221.0343781;0.3858650029;129.4954071;0.3858650029;89.7525177;0.3858650029;42.73338318
0.2439050078;3.601255894;0.2439050078;3.587801218;0.2439050078;3.453490257;0.2439050078;2.506247282;0.2439050078;1.600764394;0.2439050078;7.172803402;0.2439050078;33.74637985;0.2439050078;61.78260422;0.2439050078;90.93875885;0.2439050078;116.3804092;0.3958849907;278.3141479;0.3958849907;217.5189972;0.3958849907;128.7895966;0.3958849907;88.19221497;0.3958849907;43.20544052
0.2499250025;3.23107028;0.2499250025;1.978268147;0.2499250025;2.814333916;0.2499250025;2.176601887;0.2499250025;1.80008769;0.2499250025;7.914085865;0.2499250025;32.62877655;0.2499250025;60.59751511;0.2499250025;91.36195374;0.2499250025;117.9483871;0.4059050083;277.0180969;0.4059050083;215.8890076;0.4059050083;128.8190765;0.4059050083;87.67762756;0.4059050083;43.5267334
0.2559449971;4.019405365;0.2559449971;4.034749031;0.2559449971;4.381578445;0.2559449971;1.381133437;0.2559449971;1.410852313;0.2559449971;8.431111336;0.2559449971;31.73101234;0.2559449971;59.36476135;0.2559449971;88.22249603;0.2559449971;117.363678;0.4159249961;274.1216431;0.4159249961;216.1067352;0.4159249961;127.299118;0.4159249961;86.94172668;0.4159249961;42.19591141
0.2619650066;4.399113178;0.2619650066;4.026318073;0.2619650066;3.098098278;0.2619650066;3.264417887;0.2619650066;1.850842118;0.2619650066;8.186406136;0.2619650066;30.87218094;0.2619650066;57.93284225;0.2619650066;87.55229187;0.2619650066;116.1965103;0.425944984;274.2659302;0.425944984;215.685791;0.425944984;127.0657349;0.425944984;87.60373688;0.425944984;42.86340714
0.2679850161;3.65478754;0.2679850161;2.243522406;0.2679850161;2.574873686;0.2679850161;2.45819521;0.2679850161;2.477840662;0.2679850161;7.25211668;0.2679850161;30.8058567;0.2679850161;59.65406418;0.2679850161;86.14557648;0.2679850161;114.3706589;0.4359650016;271.0375671;0.4359650016;213.492157;0.4359650016;126.8598175;0.4359650016;87.37342072;0.4359650016;42.24848938
0.2740049958;3.900973558;0.2740049958;3.472769499;0.2740049958;2.6602211;0.2740049958;2.920981407;0.2740049958;2.508011818;0.2740049958;6.711235046;0.2740049958;31.06516266;0.2740049958;59.8724556;0.2740049958;86.82863617;0.2740049958;112.4604111;0.4459849894;271.7863464;0.4459849894;214.0758362;0.4459849894;126.5203094;0.4459849894;86.8664856;0.4459849894;42.86912537
0.2800250053;3.882988214;0.2800250053;2.679728746;0.2800250053;3.484364271;0.2800250053;1.144239306;0.2800250053;1.960318327;0.2800250053;7.869948387;0.2800250053;29.90191269;0.2800250053;56.99559021;0.2800250053;83.91208649;0.2800250053;111.4040756;0.456005007;269.9640198;0.456005007;212.3067932;0.456005007;124.7028427;0.456005007;85.60539246;0.456005007;41.4056778
0.2860450149;3.444674015;0.2860450149;4.162476063;0.2860450149;1.745707989;0.2860450149;2.046314955;0.2860450149;0.8500096202;0.2860450149;7.229847431;0.2860450149;29.89881134;0.2860450149;56.3956871;0.2860450149;84.56629181;0.2860450149;112.1119537;0.4660249949;268.6224976;0.4660249949;209.7221222;0.4660249949;125.6750107;0.4660249949;84.84468842;0.4660249949;42.0901947
0.2920650244;3.756343842;0.2920650244;2.106903076;0.2920650244;2.182790279;0.2920650244;2.268563032;0.2920650244;2.78097868;0.2920650244;7.993096352;0.2920650244;30.35587311;0.2920650244;55.98476028;0.2920650244;83.48027802;0.2920650244;110.3392563;0.4760449827;268.3098755;0.4760449827;208.1814728;0.4760449827;124.483017;0.4760449827;84.77843475;0.4760449827;41.44200134
0.2980850041;3.02221036;0.2980850041;3.176444054;0.2980850041;2.821807623;0.2980850041;2.096353292;0.2980850041;1.710326433;0.2980850041;6.583910942;0.2980850041;31.31084633;0.2980850041;57.442379;0.2980850041;83.79878235;0.2980850041;111.946579;0.4860650003;265.788269;0.4860650003;209.8643799;0.4860650003;121.5396881;0.4860650003;85.0157547;0.4860650003;40.84230423
0.3041050136;4.011191845;0.3041050136;1.919059277;0.3041050136;1.67521143;0.3041050136;1.120306015;0.3041050136;1.182509661;0.3041050136;8.771611214;0.3041050136;28.3260994;0.3041050136;53.09765244;0.3041050136;82.82460022;0.3041050136;111.1899643;0.4960849881;266.7330933;0.4960849881;207.6901398;0.4960849881;123.9997711;0.4960849881;84.00056458;0.4960849881;40.97354889
0.3101250231;2.490813494;0.3101250231;3.371001005;0.3101250231;2.338736773;0.3101250231;1.631643772;0.3101250231;1.112181067;0.3101250231;5.37514925;0.3101250231;30.51403618;0.3101250231;52.98622513;0.3101250231;80.44974518;0.3101250231;108.614006;0.5061050057;264.4681702;0.5061050057;206.2829132;0.5061050057;120.9727554;0.5061050057;83.93964386;0.5061050057;41.01792908
0.3161450028;3.08706212;0.3161450028;2.352444887;0.3161450028;2.202623844;0.3161450028;2.355686903;0.3161450028;0.536331296;0.3161450028;6.416746616;0.3161450028;26.99289513;0.3161450028;57.4636116;0.3161450028;79.73146057;0.3161450028;107.5182419;0.5161250234;262.1045532;0.5161250234;206.4493713;0.5161250234;121.3633041;0.5161250234;82.2721405;0.5161250234;40.44434357
0.3221650124;2.935925484;0.3221650124;2.716395855;0.3221650124;1.571875453;0.3221650124;3.195141554;0.3221650124;1.915009141;0.3221650124;6.701918602;0.3221650124;28.9235096;0.3221650124;53.9156723;0.3221650124;78.60319519;0.3221650124;107.653595;0.5261449814;260.1832886;0.5261449814;205.7967529;0.5261449814;120.4589462;0.5261449814;84.12065125;0.5261449814;40.45111847
0.3281850219;2.319041014;0.3281850219;2.618486166;0.3281850219;1.327068329;0.3281850219;1.431982279;0.3281850219;1.203129888;0.3281850219;7.405303478;0.3281850219;27.71175575;0.3281850219;51.87077713;0.3281850219;78.98635101;0.3281850219;105.8194504;0.536164999;258.4240723;0.536164999;202.7993774;0.536164999;119.7005386;0.536164999;83.50230408;0.536164999;40.38335037
0.3342050016;3.440314531;0.3342050016;2.487116337;0.3342050016;3.465983629;0.3342050016;1.928743243;0.3342050016;1.163375974;0.3342050016;5.637617111;0.3342050016;29.17877388;0.3342050016;52.24625397;0.3342050016;81.31227875;0.3342050016;103.5936279;0.5461850166;258.3296204;0.5461850166;202.1420135;0.5461850166;119.5674057;0.5461850166;82.73404694;0.5461850166;40.4553299
0.3402250111;2.849892378;0.3402250111;1.810076356;0.3402250111;2.926949263;0.3402250111;1.813181043;0.3402250111;0.263158083;0.3402250111;6.393685341;0.3402250111;26.65765572;0.3402250111;52.41381836;0.3402250111;77.45139313;0.3402250111;102.3067474;0.5562049747;256.709137;0.5562049747;202.2423859;0.5562049747;119.6777573;0.5562049747;82.29984283;0.5562049747;39.60102844
0.3462450206;3.41802001;0.3462450206;3.799971342;0.3462450206;3.050723553;0.3462450206;0.752803266;0.3462450206;0.903809011;0.3462450206;6.994059086;0.3462450206;26.50685883;0.3462450206;51.67700577;0.3462450206;80.26570892;0.3462450206;101.4935303;0.5662249923;255.8569336;0.5662249923;200.4606781;0.5662249923;119.6651459;0.5662249923;81.08596802;0.5662249923;39.2244873
0.3522650003;3.712911367;0.3522650003;2.060877085;0.3522650003;1.944947124;0.3522650003;0.9202467799;0.3522650003;1.24200201;0.3522650003;6.271069527;0.3522650003;26.64310646;0.3522650003;52.32416153;0.3522650003;76.61582184;0.3522650003;102.6885223;0.5762450099;254.143219;0.5762450099;198.3417358;0.5762450099;118.8586807;0.5762450099;80.31031036;0.5762450099;39.61897659
0.3582850099;3.646318674;0.3582850099;2.00596118;0.3582850099;2.389934301;0.3582850099;2.401535034;0.3582850099;1.186494589;0.3582850099;5.926722527;0.3582850099;25.5435009;0.3582850099;50.79755402;0.3582850099;74.50749969;0.3582850099;102.1329346;0.5862649679;251.6348877;0.5862649679;195.2528992;0.5862649679;118.7944489;0.5862649679;80.43197632;0.5862649679;39.98767853
0.3643050194;3.134323835;0.3643050194;2.061259031;0.3643050194;2.168623924;0.3643050194;1.181734324;0.3643050194;1.97053647;0.3643050194;5.163642406;0.3643050194;27.33994293;0.3643050194;50.97290802;0.3643050194;75.6725235;0.3643050194;97.83657837;0.5962849855;251.403656;0.5962849855;198.1919098;0.5962849855;114.8397598;0.5962849855;79.00670624;0.5962849855;38.61583328
0.3703249991;2.475770712;0.3703249991;2.359263182;0.3703249991;2.085678816;0.3703249991;1.987288594;0.3703249991;0.1826930642;0.3703249991;7.186506748;0.3703249991;26.4023037;0.3703249991;51.11063385;0.3703249991;75.34269714;0.3703249991;99.84378815;0.6063050032;249.1699982;0.6063050032;196.4280548;0.6063050032;115.4571991;0.6063050032;79.27793121;0.6063050032;38.36332321
0.3763450086;3.48148489;0.3763450086;1.742697597;0.3763450086;1.805862069;0.3763450086;1.720400572;0.3763450086;0.7557951212;0.3763450086;6.307924271;0.3763450086;24.68694687;0.3763450086;50.51599121;0.3763450086;76.03646088;0.3763450086;99.39716339;0.6163250208;249.6522675;0.6163250208;195.1559296;0.6163250208;116.3350983;0.6163250208;79.67533112;0.6163250208;38.59286499
0.3823650181;3.340108633;0.3823650181;2.936434269;0.3823650181;1.547089458;0.3823650181;2.436943769;0.3823650181;1.771628857;0.3823650181;5.563144207;0.3823650181;25.81014824;0.3823650181;49.66493988;0.3823650181;71.91149139;0.3823650181;97.55101013;0.6263449788;247.8472137;0.6263449788;192.5851135;0.6263449788;114.1018448;0.6263449788;79.49025726;0.6263449788;38.95679474
0.3883850276;2.688387156;0.3883850276;2.748641491;0.3883850276;1.775511026;0.3883850276;0.0838098824;0.3883850276;1.011697412;0.3883850276;6.003835678;0.3883850276;25.88964844;0.3883850276;50.51376724;0.3883850276;73.01790619;0.3883850276;97.77991486;0.6363649964;245.2410126;0.6363649964;193.0112762;0.6363649964;114.819664;0.6363649964;78.0716095;0.6363649964;38.24588394
0.3944050074;2.710539818;0.3944050074;3.267958641;0.3944050074;2.597002983;0.3944050074;1.807039857;0.3944050074;0.04156807438;0.3944050074;4.337878704;0.3944050074;24.54113579;0.3944050074;46.87875748;0.3944050074;72.19005585;0.3944050074;97.23189545;0.6463850141;246.4507141;0.6463850141;191.5476379;0.6463850141;113.0928345;0.6463850141;77.39598083;0.6463850141;37.71570969
0.4004250169;3.607441902;0.4004250169;1.872675657;0.4004250169;2.016177654;0.4004250169;1.14714849;0.4004250169;0.2344982028;0.4004250169;6.010963917;0.4004250169;25.03497696;0.4004250169;47.32304001;0.4004250169;72.2305069;0.4004250169;95.64267731;0.6564049721;245.0365295;0.6564049721;191.0044098;0.6564049721;112.1415253;0.6564049721;78.25364685;0.6564049721;37.95293045
0.4064450264;3.369217873;0.4064450264;2.359834433;0.4064450264;1.328798413;0.4064450264;1.849077821;0.4064450264;0.889425993;0.4064450264;6.665112495;0.4064450264;24.53342438;0.4064450264;45.53899765;0.4064450264;69.68814087;0.4064450264;95.93851471;0.6664249897;242.9433136;0.6664249897;188.8946533;0.6664249897;112.1081314;0.6664249897;76.17282867;0.6664249897;37.7159729
